,Unnamed: 0,Site No.,Rain Date,Elevation,NDVI,Historical Temperature,Historical Precipitation,Temperature,Precipitation,slope_r,frag3to10_r,sandtotal_r,silttotal_r,claytotal_r,Flood Event
4516,4516,839215,2019-08-03,1223.6931216931214,3228.0476190476197,28.573421737882825,1.4979305558576017,28.623976919386124,0.06158333309253471,0.4694252031840985,0.29979769339299805,1.1155157893582337,0.4591643232305248,0.3108505994006918,1
4551,4551,843403,2019-08-02,1748.333333333333,1510.953125,26.000122010080442,0.19456118460749214,24.45665208916915,0.018197367972645317,0.1938431266588063,0.008640870799222758,1.5785066299607715,0.32268359198255075,0.2455938174173709,1
4581,4581,843402,2019-08-02,1378.921052631579,3443.9578947368427,28.21224659813775,1.4966069465757754,25.73649787902832,0.4595277786946908,0.208063010669302,0.15738801706186634,0.5011140442579586,0.2778662534377653,0.19429491976933747,1
4613,4613,843401,2019-08-02,1380.0529100529097,3511.555555555556,27.903641930748435,1.006661762031538,25.506272933062387,0.6351617660291273,0.16955190720426885,0.09173551124205734,0.26014630425338026,0.21909831117566056,0.19693804526805425,1
4641,4641,848723,2019-08-01,1933.2010582010585,4884.169312169312,22.94724487066269,1.1278796849755963,20.334693193435672,10.528171837329863,0.2716405387949451,0.1794684986422626,0.5554048515909307,0.3844884837064147,0.247350461082298,1
4673,4673,847613,2019-07-31,466.3085106382979,1400.3031914893618,34.23942879358928,0.4516800024001471,30.269924418131513,2.977483320236206,0.19239729361296015,0.11122887919884354,1.6509836491324736,0.7032685920507714,0.4050165516159751,1
4713,4713,843834,2019-07-31,1189.8823529411764,2776.03743315508,28.47491968870163,2.0418273483983285,26.1142418384552,3.4603437278419733,0.17940561324340795,0.04082951954780234,0.3446089418998921,0.3850120408344679,0.17117592029572765,1
4738,4738,843822,2019-07-30,638.1621621621623,1757.118918918919,32.70130758285522,0.8657786783916356,33.74083462883444,0.0447205909911324,0.1732384841190687,0.028334736907061363,0.3949768298148895,0.30771102045279225,0.16807404685030172,1
4769,4769,837707,2019-07-30,710.8010752688173,2333.951612903226,32.808091519673674,0.3817633319211503,33.599912897745774,0.0,0.3953998391014471,0.2014959646955435,0.7910445762241849,0.2947877681550073,0.17593857634096724,1
4801,4801,843800,2019-07-29,1230.7903225806454,2265.55376344086,30.302107872682463,0.5756860287693973,31.583124048569626,0.7639999986379681,0.15052338644613505,0.3465091831757739,0.4252759475477768,0.29635968823009684,0.2357743548533996,1
